timestamp,timestamp_ist,open,high,low,close,volume,signal_mean,signal_min,signal_max,signal_std,news_count,neg_count
2025-12-26 09:15:00,2025-12-26 09:15:00+05:30,1662.4000244140625,1668.4000244140625,1662.0,1664.699951171875,67440,0.0,0.0,0.0,0.0,0,0
2025-12-26 09:30:00,2025-12-26 09:30:00+05:30,1665.4000244140625,1667.5,1663.199951171875,1665.0,50131,0.0,0.0,0.0,0.0,0,0
2025-12-26 09:45:00,2025-12-26 09:45:00+05:30,1665.0,1665.5,1662.0999755859375,1663.9000244140625,38375,0.0,0.0,0.0,0.0,0,0
2025-12-26 10:00:00,2025-12-26 10:00:00+05:30,1664.0,1667.0,1663.0,1666.300048828125,42579,0.0,0.0,0.0,0.0,0,0
2025-12-26 10:15:00,2025-12-26 10:15:00+05:30,1666.0,1666.0,1663.0999755859375,1663.699951171875,37035,0.0,0.0,0.0,0.0,0,0
2025-12-26 10:30:00,2025-12-26 10:30:00+05:30,1663.800048828125,1663.9000244140625,1659.0,1661.199951171875,49666,0.0,0.0,0.0,0.0,0,0
2025-12-26 10:45:00,2025-12-26 10:45:00+05:30,1661.199951171875,1663.0,1660.199951171875,1660.9000244140625,68286,0.0,0.0,0.0,0.0,0,0
2025-12-26 11:00:00,2025-12-26 11:00:00+05:30,1660.9000244140625,1661.5,1659.0,1659.5999755859375,38959,0.0,0.0,0.0,0.0,0,0
2025-12-26 11:15:00,2025-12-26 11:15:00+05:30,1659.699951171875,1660.199951171875,1657.300048828125,1659.5,38097,0.0,0.0,0.0,0.0,0,0
2025-12-26 11:30:00,2025-12-26 11:30:00+05:30,1659.0999755859375,1659.5999755859375,1655.4000244140625,1655.5,81932,0.0,0.0,0.0,0.0,0,0
2025-12-26 11:45:00,2025-12-26 11:45:00+05:30,1655.5,1656.699951171875,1654.800048828125,1656.0999755859375,62462,0.0,0.0,0.0,0.0,0,0
2025-12-26 12:00:00,2025-12-26 12:00:00+05:30,1655.5999755859375,1658.800048828125,1655.4000244140625,1657.5999755859375,59177,0.0,0.0,0.0,0.0,0,0
2025-12-26 12:15:00,2025-12-26 12:15:00+05:30,1657.199951171875,1658.5999755859375,1656.0999755859375,1658.199951171875,48877,0.0,0.0,0.0,0.0,0,0
2025-12-26 12:30:00,2025-12-26 12:30:00+05:30,1658.0999755859375,1658.5,1657.199951171875,1657.300048828125,20855,0.0,0.0,0.0,0.0,0,0
