timestamp,timestamp_ist,open,high,low,close,volume
,,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2025-12-26 03:45:00+00:00,2025-12-26 09:15:00+05:30,1662.4000244140625,1668.4000244140625,1662.0,1664.699951171875,67440
2025-12-26 04:00:00+00:00,2025-12-26 09:30:00+05:30,1665.4000244140625,1667.5,1663.199951171875,1665.0,50131
2025-12-26 04:15:00+00:00,2025-12-26 09:45:00+05:30,1665.0,1665.5,1662.0999755859375,1663.9000244140625,38375
2025-12-26 04:30:00+00:00,2025-12-26 10:00:00+05:30,1664.0,1667.0,1663.0,1666.300048828125,42579
2025-12-26 04:45:00+00:00,2025-12-26 10:15:00+05:30,1666.0,1666.0,1663.0999755859375,1663.699951171875,37035
2025-12-26 05:00:00+00:00,2025-12-26 10:30:00+05:30,1663.800048828125,1663.9000244140625,1659.0,1661.199951171875,49666
2025-12-26 05:15:00+00:00,2025-12-26 10:45:00+05:30,1661.199951171875,1663.0,1660.199951171875,1660.9000244140625,68286
2025-12-26 05:30:00+00:00,2025-12-26 11:00:00+05:30,1660.9000244140625,1661.5,1659.0,1659.5999755859375,38959
2025-12-26 05:45:00+00:00,2025-12-26 11:15:00+05:30,1659.699951171875,1660.199951171875,1657.300048828125,1659.5,38097
2025-12-26 06:00:00+00:00,2025-12-26 11:30:00+05:30,1659.0999755859375,1659.5999755859375,1655.4000244140625,1655.5,81932
2025-12-26 06:15:00+00:00,2025-12-26 11:45:00+05:30,1655.5,1656.699951171875,1654.800048828125,1656.0999755859375,62462
2025-12-26 06:30:00+00:00,2025-12-26 12:00:00+05:30,1655.5999755859375,1658.800048828125,1655.4000244140625,1657.5999755859375,59177
2025-12-26 06:45:00+00:00,2025-12-26 12:15:00+05:30,1657.199951171875,1658.5999755859375,1656.0999755859375,1658.199951171875,48877
2025-12-26 07:00:00+00:00,2025-12-26 12:30:00+05:30,1658.0999755859375,1658.5,1657.199951171875,1657.300048828125,20855
2025-12-26 07:15:00+00:00,2025-12-26 12:45:00+05:30,1657.300048828125,1658.5999755859375,1657.0,1657.0,53191
2025-12-26 07:30:00+00:00,2025-12-26 13:00:00+05:30,1657.0,1658.199951171875,1655.300048828125,1657.9000244140625,113599
2025-12-26 07:45:00+00:00,2025-12-26 13:15:00+05:30,1657.5999755859375,1658.300048828125,1657.0,1657.5,72063
2025-12-26 08:00:00+00:00,2025-12-26 13:30:00+05:30,1657.5,1658.5,1656.9000244140625,1657.5,52002
2025-12-26 08:15:00+00:00,2025-12-26 13:45:00+05:30,1657.199951171875,1658.300048828125,1656.199951171875,1656.800048828125,69753
2025-12-26 08:30:00+00:00,2025-12-26 14:00:00+05:30,1656.9000244140625,1658.300048828125,1656.0,1657.4000244140625,26970
2025-12-26 08:45:00+00:00,2025-12-26 14:15:00+05:30,1657.4000244140625,1658.0999755859375,1654.5,1655.699951171875,67974
2025-12-26 09:00:00+00:00,2025-12-26 14:30:00+05:30,1655.800048828125,1655.800048828125,1652.5,1652.9000244140625,142782
2025-12-26 09:15:00+00:00,2025-12-26 14:45:00+05:30,1653.0,1655.699951171875,1651.800048828125,1655.5999755859375,148489
2025-12-26 09:30:00+00:00,2025-12-26 15:00:00+05:30,1655.699951171875,1657.5999755859375,1654.5999755859375,1655.300048828125,254403
2025-12-26 09:45:00+00:00,2025-12-26 15:15:00+05:30,1655.300048828125,1657.0,1654.699951171875,1656.0999755859375,212146
2025-12-29 03:45:00+00:00,2025-12-29 09:15:00+05:30,1659.0,1672.5,1658.0,1658.5999755859375,145993
2025-12-29 04:00:00+00:00,2025-12-29 09:30:00+05:30,1658.800048828125,1663.9000244140625,1658.199951171875,1661.300048828125,105997
2025-12-29 04:15:00+00:00,2025-12-29 09:45:00+05:30,1661.5,1663.0,1656.0999755859375,1656.699951171875,95644
2025-12-29 04:30:00+00:00,2025-12-29 10:00:00+05:30,1656.699951171875,1657.4000244140625,1652.5,1655.699951171875,116181
2025-12-29 04:45:00+00:00,2025-12-29 10:15:00+05:30,1655.199951171875,1656.5999755859375,1653.800048828125,1655.199951171875,78123
2025-12-29 05:00:00+00:00,2025-12-29 10:30:00+05:30,1655.0,1655.199951171875,1648.800048828125,1650.0999755859375,114812
2025-12-29 05:15:00+00:00,2025-12-29 10:45:00+05:30,1650.0999755859375,1650.0999755859375,1647.0,1647.0,103019
2025-12-29 05:30:00+00:00,2025-12-29 11:00:00+05:30,1647.0,1648.800048828125,1644.5999755859375,1645.800048828125,247815
2025-12-29 05:45:00+00:00,2025-12-29 11:15:00+05:30,1645.5999755859375,1646.5,1643.4000244140625,1644.4000244140625,101169
2025-12-29 06:00:00+00:00,2025-12-29 11:30:00+05:30,1644.0,1644.699951171875,1643.0,1644.5,83163
2025-12-29 06:15:00+00:00,2025-12-29 11:45:00+05:30,1644.0,1645.300048828125,1642.699951171875,1643.699951171875,240905
