timestamp,timestamp_ist,open,high,low,close,volume,signal_mean,signal_min,signal_max,signal_std,news_count,neg_count
,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,0.0,0.0,0.0,0.0,0,0
